EntrepriseName,EntrepriseVille,EntrepriseTechnologie,EntrepriseContactSiteWeb,EntrepriseContactPhone,EntrepriseContactName,EntrepriseContactEmail,EntrepriseLogo,Activite,EntrepriseSecteurActivite
SOCIETE AFRICAINE DE  L'ORGANISATION ET DE  DEVELOPPEMENT DES METIERS DES  INDEPENDANTS,Casablanca,CLOUD;DATA,https://darm3alem.com/,0718288499,EL AMRANI LOUBNA,maisondelartisan.maroc@gmail.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/0681v0000121iV6AAI,"<p>Société africaine de l’organisation et de développements des métiers des indépendants est une startup Marocaine qui opère dans l&#39;accompagnement des artisans sur 5 volets (Gestion administrative, Financement de leurs projets, Assurance, IT, économie circulaire) cet accompagnement se fait à travers notre plateforme digitale DARLM3ALEM dont l’objectif est la mise en relation des artisans agréés avec leurs clients potentiels.</p>",DEVELOPPEMENT INFORMATIQUE
D-EXPERTS,Agadir,CLOUD;DATA;ERP / CRM;IOT,https://d-xperts.com/,0773605642,MAMADOU DIAKITE,mamadou.diakite@d-xperts.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/0681v000013jwEzAAI,"<p>DX-EXPERTS est un éditeur de solutions ERP qui accompagne les PME dans leur transformation numérique.</p><p>L&#39;ERP DX-360 permet à ses utilisateurs d&#39;avoir une vue complète et transversale de leurs activités. Cette solution hautement évolutive peut être déployée sur site, dans le cloud et être accessible depuis un appareil mobile. </p><p>Les fonctionnalités principales de la solution sont : gestion des stocks, système de gestion des commandes, gestion de la performance, gestion des ressources humaines ... </p>",DEVELOPPEMENT INFORMATIQUE
New Global Electronics,Casablanca,CLOUD;DATA;IOT,https://www.newglobalelectronics.com/,lamine@nge-automotive.com,Lamine Brahim,lamine@nge-automotive.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/0681v0000121j5qAAA,"<p>NEW GLOBAL ELECTRONICS Morocco aims at becoming a worldwide reference company in embedded systems engineering. This area is a niche market which is more and more needed in many different industry areas. For each intelligent system, there is a real time embedded software. We offer a solution based on our patented framework and language named CFlex.</p>",DEVELOPPEMENT INFORMATIQUE;INDUSTRIE 4.0
10gital,Casablanca,TECHNOLOGIE WEB / MOBILE,https://10gital.co/,0708058700,Mohamed Reda MAHRACH,contact@10gital.co,https://community.technopark.ma/sfc/servlet.shepherd/version/download/0681v000013kC3LAAU,"<p><strong>10GITAL.co</strong> est une agence digitale spécialisée dans la création de stratégies en ligne sur mesure pour faire briller votre entreprise dans le monde numérique. Nous sommes une équipe de créatifs, d&#39;experts en marketing digital et de stratèges en ligne déterminés à propulser votre présence en ligne. De la conception de sites web et d&#39;applications conviviaux à la gestion de campagnes publicitaires ciblées et des réseaux sociaux, en passant par la création de contenu engageant, nous travaillons sans relâche pour que votre entreprise se démarque dans l&#39;univers numérique en constante évolution.</p>",DEVELOPPEMENT INFORMATIQUE;E-COMMERCE;MARKETING DIGITAL;FORMATION IT
SAHAB DEV,Rabat,CLOUD;ERP / CRM;IOT;TECHNOLOGIE WEB / MOBILE,https://sahab-dev.com,0708004132,Omar BOUCHAARA,contact@sahab-dev.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/0681v00000z8XH4AAM,"<p><span style=""font-size: 10.5pt;""> La société SAHAB DEV est spécialisée dans le développement des applications Web 100% Cloud, destinées principalement à l’industrie 4.0 et axées sur l’IoT (Internet des objets) , elle a développé une solution innovante sous le nom &quot;CALINDUS &quot; cette application SAAS est modulable et personnalisable selon les besoins des PME industrielles .</span></p>",DEVELOPPEMENT INFORMATIQUE;E-LOGISTIQUE;INDUSTRIE 4.0
CDA CONSULTING,Casablanca,TECHNOLOGIE WEB / MOBILE,https://www.cda-consulting.com,+212661182052,Zakaria CHEMAOU,zchemaou@cda-consulting.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/0681v00000y7MLhAAM,<p>CDA Consulting est un cabinet spécialisé qui propose une offre de conseil en transformation numérique.</p><p>Cette offre consiste en la conception (architecture) et la mise en œuvre (développement) de moyens IT pour optimiser : </p><p>-Les processus métiers d&#39;une entreprise</p><p>-Les offres produits digitaux proposés aux clients</p>,DEVELOPPEMENT INFORMATIQUE
Servalog,Casablanca,CLOUD;ERP / CRM,www.servalog.ma,0661228330,Alaeddine Oulidi,alae.oulidi@servalog.ma,https://community.technopark.ma/sfc/servlet.shepherd/version/download/0681v000011A8RDAA0,"<p>Intégrateur des solutions informatique - Développement des applications web -Infogérance - Production Audio visuel - Marketing digital</p><p><span style=""font-size: 14px;"">Produits développés par SERVALOG :</span></p><p><span style=""font-size: 14px;"">- NOTARIUM : Solution de E-LOGISTIQUE pour piloter le transport et le suivi des colis</span></p><p><span style=""font-size: 14px;"">- GESTIFAST : CRM destiné au PME et TPE</span></p><p><span style=""font-size: 14px;"">- ASSURIMA : Solution de gestion de caisse pour les agents d&#39;assurance</span></p>",DEVELOPPEMENT INFORMATIQUE
Nostrum Media Sarl,Tanger,ERP / CRM;TECHNOLOGIE WEB / MOBILE,https://nostrum.ma/,0531512020,Redouane,contact@nostrumedia.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/0681v000010JLxvAAG,"<p><span style=""font-size: 16px; font-family: Poppins, sans-serif;"">Nostrum Media IS A WEB AGENCY SPECIALIZED IN CREATING WEB/MOBILE APPLICATIONS AND DIGITAL MARKETING SERVICES</span></p><p><span style=""font-size: 16px; font-family: Poppins, sans-serif;"">We support our clients in the creation of websites, Mobile APPS, UX, conception, design, Web development, SEO/SEA ,Content Creation ,Advertising.</span></p>",DEVELOPPEMENT INFORMATIQUE;MARKETING DIGITAL
ZAIM DIGITAL,Casablanca,ERP / CRM;IA;TECHNOLOGIE WEB / MOBILE,https://zaimdigital.com/,0661477166,Karim Amguir,administration@zaimdigital.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/0681v000011TlIuAAK,"<p>ZAIM DIGITAL est une startup spécialisée dans le développement informatique sur-mesure. Nous avons développé 4 solutions phares : </p><p><br></p><ul><li><strong>LABCORP BTP</strong> : MINI-ERP simplifiant la gestion interne des laboratoires d’analyses BTP en termes de calculs et de génération de rapports clients.</li><li><strong>SMOOTHFIX GMAO</strong> : GMAO conviviale, facile à utiliser et simple à déployer.</li><li><strong>AGRONET</strong> : Progiciel de gestion de production dédié aux exploitations agricoles.</li><li><strong style=""font-family: Calibri, sans-serif; font-size: 11pt;"">Gestion Transitaire</strong><span style=""font-family: Calibri, sans-serif; font-size: 11pt;""> : Module complet dédié à la gestion des transitaires intégré à Dolibarr. </span></li></ul>",DEVELOPPEMENT INFORMATIQUE
HIGH IT LAB,Tanger,CLOUD;DATA;ERP / CRM;TECHNOLOGIE WEB / MOBILE,https://www.highitlab.com,0673093276,Otmane STITOU,contact@highitlab.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/0681v000010IyzTAAS,"<p>HIGH IT LAB <span style=""font-size: 16px;"">est un fournisseur de solutions de paiement de premier plan pour les entreprises Fintech. Notre équipe de professionnels expérimentés est dévouée à offrir des solutions innovantes, personnalisées et sécurisées qui répondent aux besoins uniques de nos clients. Avec un accent sur la flexibilité et le soutien, nous nous efforçons de rendre le traitement des paiements et des cartes-cadeaux aussi transparent et sans stress que possible.</span></p>",DEVELOPPEMENT INFORMATIQUE;FINTECH
Hala Techno,Tanger,TECHNOLOGIE WEB / MOBILE,https://halatechno.com/,+212605715739,Ilyas EL FILAHA,go.flutterdev@gmail.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/0681v000014BfPoAAK,"<p>Hala Techno est une agence digitale spécialisée dans la création d&#39;applications mobiles et de sites web. Avec une passion pour l&#39;innovation, nous fusionnons harmonieusement design et technologie pour offrir des expériences digitales exceptionnelles. De développement d&#39;applications à la création de sites web et au marketing digital stratégique, nous transformons les idées en solutions percutantes qui élèvent les marques dans le monde digital. Embrassez l&#39;avenir avec Hala Techno, où la créativité rencontre la fonctionnalité pour un paysage digital captivant et prospère.</p>",DEVELOPPEMENT INFORMATIQUE
4 TECH Lab,Agadir,CLOUD;DATA;TECHNOLOGIE WEB / MOBILE,www.4tech.ma,+33778415124,FAURE ARMAND JEAN ANTOINE,armand@4tech.ma,https://community.technopark.ma/sfc/servlet.shepherd/version/download/0681v00000zcXP1AAM,"<p><span style=""font-size: 14px;"">4tech Lab est une entreprise dédiée au monde de la tech ,elle met en place les meilleurs process de production du monde digital et œuvre au quotidien au chevet des meilleures entreprises tech européennes et africaines. 4tech Lab propose des services IT complets incluant gestion de projet digital, développement web front end et back end mais également tous les développements innovants liés au web (IA, machine Learning etc.).</span></p>",DEVELOPPEMENT INFORMATIQUE
AGENCE DIGITALE GZAM  - SARL,Casablanca,Blockchain;DATA;TECHNOLOGIE WEB / MOBILE,https://www.gzamdigitale.ma,0600588773,EL AJOUZ MOHAMMED AMINE,medamine.elajouz@gzamdigitale.ma,https://community.technopark.ma/sfc/servlet.shepherd/version/download/0681v000010GsabAAC,"<p>GZAM est une agence digitale 360° spécialisée dans la publicité et le conseil à destination du marché Européen et Marocain, proposant un accompagnement sur-mesure couronné par une large palette de compétences : Réseaux sociaux, achat programmatique, Google ads, Push notification. Maitrisant l’ensemble des volets stratégiques, marketing et opérationnel, GZAM imagine et implémente des solutions numériques innovantes qui vous font gagner en performance</p>",DEVELOPPEMENT INFORMATIQUE;MARKETING DIGITAL
APTUS SOFTWARE,Casablanca,TECHNOLOGIE WEB / MOBILE,https://aptus.ma/,0661207513,MDARBI Abdeljalil,a.mdarbi@aptus.ma,https://community.technopark.ma/sfc/servlet.shepherd/version/download/0681v00001100nMAAQ,"<h2><strong>Spécialiste de la transformation digitale du monde de l&#39;éducation</strong></h2><p><span style=""font-family: inherit;"">APTUS Software</span> conçoit des solutions ludiques et innovantes dédiées à l’enseignement et qui permettent de relever les défis de la gestion administrative, pédagogique et de la formation. Nous accompagnons tous les acteurs de l&#39;éducation dans leurs projets numériques : de l&#39;enseignement primaire à l&#39;enseignement supérieur et professionnel.</p><p><br></p>",DEVELOPPEMENT INFORMATIQUE;ED TECH
kenjanoishi,Rabat,TECHNOLOGIE WEB / MOBILE,http://kenjanoishi.com,0694-678522,OTHMANE EL MAJID,kenjanoishi@email.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000000j0iDIAQ,"<p style=""text-align: justify;"">KENJANOISHI est une agence spécialisée dans la création, conception et développement des sites et plateformes web ainsi que les applications mobile sur android et IOS. Grâce à notre expertise, nous créons des solutions efficaces et sur-mesure qui répondent efficacement à vos besoins et attentes pour vous aider à développer votre stratégie digitale, renforcer votre compétitivité, et améliorer votre visibilité. En plus du développement web et d’applications mobiles, notre agence offre une gamme de services professionnels complémentaires tels que les jeux mobiles , Mobile apps et social média Marketing.</p><p><br></p>",DEVELOPPEMENT INFORMATIQUE;GAMING
APPBASE,Agadir,CLOUD;DATA;TECHNOLOGIE WEB / MOBILE,www.appbase.ma,0663649738,MOHAMED CHBANI,md.chbani@gmail.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/0681v00000zdThgAAE,"<p>APPBASE est une entreprise de services informatiques B2B qui opère dans les domaines du développement informatique, de la maintenance, de l’analyse de données et de la conception des systèmes informatiques. Elle accompagne ses clients et assure le suivi sur toutes les phases des projets de transformation digitale.</p>",DEVELOPPEMENT INFORMATIQUE
Pazel TECHNOLOGIE,Casablanca,DATA;IA;IOT,https://pazeltechnologie.ma/?#about-us,0666542708,Abdessamad Es-sadki,info@pazeltechnologie.ma,https://community.technopark.ma/sfc/servlet.shepherd/version/download/0681v000010kicsAAA,"<p style=""text-align: justify;""><strong style=""font-size: 11.5pt;"">PAZEL TECHNOLOGIE</strong><strong style=""font-size: 12pt;""> </strong><span style=""font-size: 11.5pt;"">est spécialisée dans l’installation et la gestion des systèmes de sécurité et de développement informatique.</span></p><p style=""text-align: justify;""><span style=""font-size: 11.5pt;"">Notre expertise et nos gammes de produits de qualité nous permettent de proposer des solutions adaptées aux besoins de nos clients pour fiabiliser leurs dispositifs de sécurité dans différents domaines :</span></p><p><span style=""font-family: Wingdings; font-size: 11.5pt;"">Ø</span><span style=""font-size: 7pt;""> </span><span style=""font-size: 11.5pt;"">Système d’Analyse Intelligente.</span></p><p><span style=""font-family: Wingdings; font-size: 11.5pt;"">Ø</span><span style=""font-size: 7pt;""> </span><span style=""font-size: 11.5pt;"">Système de Vidéosurveillance IP.</span></p><p><span style=""font-family: Wingdings; font-size: 11.5pt;"">Ø</span><span style=""font-size: 7pt;""> </span><span style=""font-size: 11.5pt;"">Système de Contrôle d’accès.</span></p><p><span style=""font-family: Wingdings; font-size: 11.5pt;"">Ø</span><span style=""font-size: 7pt;""> </span><span style=""font-size: 11.5pt;"">Système de Pointage (Logiciel est développé par nous-même, Intuitive, flexible et adaptable). </span></p><p><span style=""font-family: Wingdings; font-size: 11.5pt;"">Ø</span><span style=""font-size: 7pt;""> </span><span style=""font-size: 11.5pt;"">Système de Détection Incendie.</span></p><p><span style=""font-family: Wingdings; font-size: 11.5pt;"">Ø</span><span style=""font-size: 7pt;""> </span><span style=""font-size: 11.5pt;"">Système d’Alarme Anti Intrusion.</span></p>",DEVELOPPEMENT INFORMATIQUE
SHAPEKEY,Tanger,"Réalité Augmentée/Virtuelle;CLOUD;DATA;IA;IAR,VAR;TECHNOLOGIE WEB / MOBILE",https://www.konfigear.com/,+212 616-907730,YASSINE AIT OUFKIR,contact@konfigear.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/0681v000010mHO8AAM,"<p><span style=""font-size: 16px;"">SHAPEKEY est une startup spécialisée dans la gestion de configuration de produit pour les entreprises. Leur solution, Konfigear, est une plateforme web qui permet aux entreprises de gérer efficacement leurs processus de développement de produits, de la conception à la fabrication. Konfigear offre des fonctionnalités telles que la gestion des spécifications, des variantes de produit et des nomenclatures, ainsi que des outils de collaboration et de suivi de projet pour améliorer la communication entre les équipes. Grâce à Konfigear, les entreprises peuvent réduire les coûts, augmenter leur efficacité et accélérer le temps de mise sur le marché de leurs produits.</span></p>",DEVELOPPEMENT INFORMATIQUE
Solinnova,Tanger,TECHNOLOGIE WEB / MOBILE,http://www.solinnova.ma,+212 702-667577,Yahya SAMADI,contact@solinnova.ma,https://community.technopark.ma/sfc/servlet.shepherd/version/download/0681v000010nG7YAAU,"<p><strong style=""font-size: 14px;"">SOLINNOVA</strong><span style=""font-size: 14px;""> est une startup spécialisée dans le développement sur mesure d&#39;applications web et mobiles pour répondre aux besoins spécifiques de ses clients. Notre mission est de trouver la meilleure solution à leurs problématiques et de les accompagner dans leur transformation digitale. Nous évaluons les besoins du client et développe une solution sur mesure rapide et efficace pour garantir des résultats optimaux. </span></p><p><span style=""font-size: 14px;"">Faites nous confiance pour vos projets de développement d&#39;applications web et mobiles.</span></p>",DEVELOPPEMENT INFORMATIQUE
E-VIA IT SERVICES,Agadir,CLOUD;DATA;TECHNOLOGIE WEB / MOBILE,https://www.evia-services.com/,+41 78 926 67 65,MARHOUM FATIMA EZZAHRA,info@evia-services.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/0681v000010jft0AAA,"<p>E-VIA IT SERVICES propose à ses clients par le biais d&#39;une stratégie d&#39;adoption digitale  (DAP) une transformation numérique efficace et une réalisation de la pleine valeur de leur investissement. </p><p>Pour  accélérer l&#39;impact grâce au DAP, l&#39;équipe de consultants de l&#39;entreprise commencent par une compréhension des objectifs commerciaux clés des clients et les traduisent en une stratégie d&#39;adoption digitale exploitable avec des KPI clairs et mesurables. </p>",DEVELOPPEMENT INFORMATIQUE
C Behind,Tanger,ERP / CRM,https://c-behind.com/,+212614882878,Boutaina Chaal,contact@c-behind.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/0681v000012FNyRAAW,"<p><br></p><p><span style=""font-size: 16px;"">C Behind est un partenaire de confiance dans la transformation digitale des organisations. Nous proposons des solutions Salesforce adaptées, optimisant les processus métier pour améliorer la satisfaction des clients. Notre expertise comprend le conseil et l&#39;implémentation de Salesforce, la personnalisation de la plateforme en fonction des besoins spécifiques des clients, la formation pour assurer l&#39;adoption de la solution, ainsi que le support technique et la maintenance pour garantir la pérennité. Nous analysons les performances et accompagnons nos clients dans l&#39;évolution de leurs systèmes en fonction des besoins et des nouveautés de Salesforce. C Behind est votre partenaire privilégié pour une transformation digitale réussie.</span></p>",DEVELOPPEMENT INFORMATIQUE
TERRAGIS,Casablanca,CLOUD;DATA,https://www.terragis.org/,+212 5 22 00 00 00,HASSANE JARAR OULIDI,contact@terragis.org,https://community.technopark.ma/sfc/servlet.shepherd/version/download/0681v000013kNGWAA2,"<p style=""text-align: justify;""><strong style=""font-family: Catamaran, serif; font-size: 11.5pt;"">TerraGis</strong><span style=""font-family: Catamaran, serif; font-size: 11.5pt;""> est une entreprise spécialisée dans le conseil, réalisation et intégration des technologies BIM et SIG.</span></p><p style=""text-align: justify;""><strong style=""font-family: Catamaran, serif; font-size: 11.5pt;"">TerraGis</strong><span style=""font-family: Catamaran, serif; font-size: 11.5pt;""> propose aux entreprises des services, produits et prestations adaptés à leurs besoins :</span></p><ul><li style=""text-align: justify;""><span style=""font-family: Catamaran, serif; font-size: 11.5pt;"">Conception et développement des applications SIG et BIM</span></li><li style=""text-align: justify;""><span style=""font-family: Catamaran, serif; font-size: 11.5pt;"">Conseil, Audit et expertises dans le domaine de la technologie géospatiale, BIM et intelligence territoriale</span></li><li style=""text-align: justify;""><span style=""font-family: Catamaran, serif; font-size: 11.5pt;"">Formation professionnelle sur la technologie géospatiale et le BIM</span></li><li style=""text-align: justify;""><span style=""font-family: Catamaran, serif; font-size: 11.5pt;"">Organisation des séminaires et journées professionnelles</span></li><li style=""text-align: justify;""><span style=""font-family: Catamaran, serif; font-size: 11.5pt;"">Participation aux programmes de recherche</span></li><li style=""text-align: justify;""><span style=""font-family: Catamaran, serif; font-size: 11.5pt;"">Production et publication des ouvrages scientifiques</span></li></ul><p><br></p>",DEVELOPPEMENT INFORMATIQUE
Axlab,Casablanca,CLOUD;DATA,https://ax-lab.com/,0676200716,Loubna Sifi,info@ax-lab.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/0681v000010mXbOAAU,"<p>Axlab est une société de développement de logiciels professionnelle et expérimentée. Nous valorisons le succès de nos clients autant que le nôtre et offrons le soutien nécessaire avec nos experts logiciels et notre savoir-faire. Notre équipe développe non seulement des solutions logicielles de pointe pour votre entreprise, mais vous aide également à améliorer votre structure interne de livraison de logiciels et à établir des méthodes agiles.</p>",DEVELOPPEMENT INFORMATIQUE;ROBOTIQUE
AMASOFT,Casablanca,Blockchain;CLOUD;DATA;ERP / CRM;IA;IOT;TECHNOLOGIE WEB / MOBILE,http://amasoft.ma/,0620222002,MOUNAJI ABDELALI,contact@amasoft.ma,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000008JX0YIAW,"<h1><span style=""font-size: 14px;"">AMASOFT est une société de développement informatique spécialisée dans le développement web et mobile ainsi que l&#39;intégration d&#39;ERP. Elle propose une panoplie de services telle que : </span></h1><ul><li>Développement Web et Mobile (Création de sites web, développement d&#39;applications mobiles, maintenance et support)</li><li>Cloud computing (Migration vers le cloud, gestion multi-cloud ...)</li><li>Intelligence artificielle et machine learning (Automatisation, chatbots et assistants virtuels, prédiction business ...)</li><li>Data science et big data (Collecte, analyse, visualisation et protection des données)</li><li>IoT </li><li>DevOps et Automation </li></ul><p><br></p>",DEVELOPPEMENT INFORMATIQUE
DIGITO,Casablanca,CLOUD;DATA;DRONE;RESEAU ET TELECOM ET SECURITE;TECHNOLOGIE WEB / MOBILE,https://www.digito.ma/,+212661473706,Bachir Mellouk,contact@digito.ma,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000008SChiIAG,"<p><span style=""font-size: 16px;"">Digito est une agence digitale innovante spécialisée dans la fourniture de solutions digitales complètes pour répondre aux besoins variés de nos clients en ligne. Notre équipe expérimentée offre une gamme diversifiée de services, allant de la conception de sites web élégants et performants au développement d&#39;applications mobiles convaincantes, en passant par la gestion des médias sociaux et les stratégies de marketing digital.</span></p>",DEVELOPPEMENT INFORMATIQUE;E-COMMERCE;MARKETING DIGITAL;CYBERSECURITE;FORMATION IT
DEVCORP,Casablanca,TECHNOLOGIE WEB / MOBILE,http://devcorp.fr/,06 66 61 80 73,M Nabil  ABDESSAMII,n.abdessamii@abatechnology.ma,https://community.technopark.ma/sfc/servlet.shepherd/version/download/0681v0000119eLQAAY,"<p><span style=""font-size: 11pt;""> Devcorp est une entreprise de développement informatique et d&#39;accompagnement à la transformation digitale. Dotés d’un fort esprit d&#39;entreprise, nous travaillons ensemble pour résoudre les défis les plus importants de nos clients : nous élaborons des stratégies de transformations digitales et créons les solutions technologiques qui permettront à nos clients de se différentier, e.g. logiciels, applications web, applications mobiles</span></p>",DEVELOPPEMENT INFORMATIQUE
YAAS IT,Casablanca,CLOUD;DATA;ERP / CRM,http://yaas.ma/,0619706318,Ayadi Abderrahim,contact@yaas.fr,https://community.technopark.ma/sfc/servlet.shepherd/version/download/0681v000011AQk6AAG,"<p>YAAS est une société franco-marocaine, fondée par des experts en systèmes d’informations avec une forte expérience technique et fonctionnelle. Nos principales activités sont :</p><ul><li>CONVERSION S4/HANA ET BW4/HANA pour une meilleure transition vers les nouvelles solutions SAP 4 HANA.</li><li>DIGITAL FACTORY nous traitons vos besoins en développements : ABAP, Fiori, HANA XS, SCP, HCI.</li><li>IMPLÉMENTATION SAP Nous implémentons vos solutions S4HANA, BW4HANA nous mettons en place les outils Analytics SAP, : SAC, BO, Embedded Analytics.</li></ul>",DEVELOPPEMENT INFORMATIQUE
MEDIASSIVE,Tanger,Blockchain;REALITE VIRTUELLE,https://www.mediassive.com,0663637377,Reda Alami,reda@mediassive.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/0681v000013lCtnAAE,"<p><span style=""font-size: 16px;"">Mediassive.com: Votre succès numérique assuré. Notre agence offre des solutions sur mesure pour la croissance de votre entreprise, du Web2 au Web3. De l&#39;optimisation SEO à la blockchain, nous vous accompagnons avec expertise et innovation. Collaboration étroite et résultats exceptionnels garantis. Prospérez dans les paysages numériques en évolution avec Mediassive.com.</span></p>",DEVELOPPEMENT INFORMATIQUE;E-COMMERCE
YANVISION,Casablanca,ERP / CRM;TECHNOLOGIE WEB / MOBILE,https://yanvision.ma/,0658020192,Abdellatif WARHOU,a.warhou@yanvision.ma,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000000MZk1IAG,"<p>Passionnée par l&#39;innovation, le design et la technologie de l’information, YANVISION , créée en l’année 2021 est une entreprise spécialisée dans les services de Digitalisation, Création &amp; Design des sites Web</p><p>Forte d’une expérience significative acquise en Europe et en Afrique, YANVISION est actuellement entrain de développer des produits innovants destinés à la digitalisation des processus internes de divers secteurs professionnels. </p><p>Ces derniers incluent les cabinets d&#39;audit, les cabinets d&#39;architecture, les agences d&#39;assurance, et plus encore…</p><p><u>Notre Engagement</u></p><ul><li>Associer la digitalisation et la durabilité, tout en offrant des solutions personnalisées pour des secteurs spécifiques;</li><li>Créer de sites web écologiques en utilisant des technologies et des méthodologies respectueuses de l&#39;environnement pour minimiser l&#39;empreinte carbone des sites web développés</li></ul><p><u>Notre Vision</u></p><ul><li>Transformer et moderniser les opérations des E/ses, rendant leur travail plus efficace et sans friction;</li><li>Aider les entreprises à tirer le meilleur parti des possibilités offertes par les technologies numériques;</li><li>Fusionner l&#39;innovation numérique avec la durabilité environnementale et la digitalisation des processus métiers;</li><li>Permettre aux E/ses de rester compétitifs dans un paysage numérique en constante évolution, tout en respectant l&#39;environnement.</li></ul><p><br></p>",DEVELOPPEMENT INFORMATIQUE;E-COMMERCE;GAMING
SAPHIR CAISSE,Agadir,CLOUD;TECHNOLOGIE WEB / MOBILE,https://saphircaisse.ma/,0666845121,Hamza EL HOB,hamzaelhob3@gmail.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/0681v000013RCiIAAW,"<p>SAPHIR CAISSE développe des logiciels de pointe spécialement conçus pour les caisses enregistreuses, adaptés à divers secteurs d&#39;activité. Nos solutions logicielles permettent une surveillance en temps réel de l&#39;évolution du chiffre d&#39;affaires et de toutes les transactions, ce qui se traduit par une amélioration significative de l&#39;efficacité opérationnelle ainsi qu&#39;une optimisation de la gestion des stocks tout en offrant une expérience client exceptionnelle.</p>",DEVELOPPEMENT INFORMATIQUE
MOHAMMED GUIJJOU,Casablanca,CLOUD;TECHNOLOGIE WEB / MOBILE,http://www.ccds.ma,+212 661 20 10 01,Mohammed Guijjou,m.guijjou@gmail.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000HZUeGIAX,"<p>CCDS, qui signifie Contact Center Développent Services, est une entreprise spécialisée dans la fourniture de services et de solutions pour les centres de contact client. Notre produit phare, la plateforme omnicanal &quot;Evolution&quot;, est spécialement conçue pour répondre aux besoins des centres de contact.</p><p>Notre objectif principal est d&#39;accompagner les entreprises marocaines ainsi que les BPO dans le développement du secteur du service à la clientèle au Maroc. Pour atteindre cet objectif, nous avons choisi d&#39;établir nos services au Technopark afin de soutenir les startups de cette région dans la mise en place de leurs services de support client. Nous proposons une version mutualisée de notre plateforme à des prix très abordables et compétitifs sur le marché marocain.</p><p>Evolution est une plateforme CCaaS (Call Center as a Service) qui permet de traiter simultanément différents types de médias grâce à une interface unique gérée par une seule personne. Elle prend en charge la gestion de la voix (appels entrants et sortants), le web chat, les SMS, WhatsApp, Messenger, les boîtes vocales et les e-mails. De plus, nous offrons divers modules de gestion tels que l&#39;administration, la supervision et les rapports. En outre, nous développons actuellement de nouveaux modules pour la gestion des effectifs, l&#39;évaluation des appels, ainsi que l&#39;intégration de l&#39;intelligence artificielle et l&#39;analyse de la voix.</p><p>Chez CCDS, nous sommes déterminés à fournir des solutions innovantes et performantes pour aider nos clients à offrir une expérience client de qualité supérieure. Nous nous engageons à évoluer en permanence et à intégrer les dernières avancées technologiques pour rester à la pointe de l&#39;industrie des centres de contact. Notre passion pour l&#39;excellence et notre dévouement envers la satisfaction de nos clients sont les moteurs qui nous guident dans notre mission d&#39;être le partenaire idéal pour les centres de contact en quête d&#39;excellence opérationnelle et de croissance.</p>",DEVELOPPEMENT INFORMATIQUE
mlnetworks,Casablanca,IA,https://mlnetworks.io/,+212635019447,JAOUAD MAALOUM,jawadmaaloum@mlnetworks.io,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000005BsOoIAK,"<p>MLNETWORKS se consacre à fournir une plateforme d&#39;intelligence artificielle (IA) spécialement conçue pour aider les Opérateurs de Réseaux Mobiles à améliorer les performances de leurs réseaux, à réduire leurs coûts opérationnels et à améliorer l&#39;expérience des utilisateurs finaux. En tirant parti de la puissance de l&#39;intelligence artificielle, nous offrons une solution unique aux défis auxquels est confrontée l&#39;industrie des télécommunications, et nous contribuons à stimuler l&#39;innovation dans ce domaine en constante évolution.</p>",DEVELOPPEMENT INFORMATIQUE;E-LOGISTIQUE
ARRA Engineering,Casablanca,DATA;ERP / CRM;IA;IOT;REALITE VIRTUELLE;ROBOTIQUE,https://arra-engineering.com/,+212 674-746465,el mahdi hmouch,e.hmouch@arra-engineering.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000003ifgvIAA,"<p>ARRA Engineering est une entreprise de consulting et technologie engagée à fournir des solutions innovantes et agiles, pour relever les défis spécifiques et évolutifs de ses clients dans des secteurs clés tels que l&#39;automobile, l&#39;aéronautique et l&#39;IT.</p><p><span style=""font-size: 14px;"">Le projet consiste à mettre à la disposition des clients des experts et des ingénieurs pour la recherche et l’innovation de nouvelles solution et technologie dans les domaines d’ingénierie mécanique, et dans la conception et le développement informatique.</span></p>",DEVELOPPEMENT INFORMATIQUE;ROBOTIQUE
